Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
596,"Digestive System","","Digestive System","","Anal fissure, nontraumatic
Cholecystitis, acute
Cholelithiasis, NOS
Constipation, unspec.
Crohn's disease, NOS
Dental abscess
Dental caries, unspec.
Dental, unspec.
Diverticulitis of colon, NOS
Diverticulosis of colon
Dyspepsia
Esophageal disease, unspec.
Esophagitis, unspec.
Functional disorder intestine, unspec.
Gallbladder disease, unspec.
Gastroenteritis, infectious
Gastroesophageal reflux, no esophagitis
Hemorrhoids, NOS
Hernia, hiatal, noncongenital
Hernia, inguinal, NOS
Hernia, other, NOS
Intestinal obstruction, unspec.
Irritable bowel syndrome
Oral, tongue diseases, unspec.
Pancreatitis, acute
Peptic ulcer disease, unspec., w/o obstruction
Ulcerative colitis, unspec.","ConvSet","N/A","Super User","Super User"
597,"Anal fissure, nontraumatic","","Anal fissure, nontraumatic","","","Diagnosis","N/A","Super User","Super User"
598,"Cholecystitis, acute","","Cholecystitis, acute","","","Diagnosis","N/A","Super User","Super User"
599,"Cholelithiasis, NOS","","Cholelithiasis, NOS","","","Diagnosis","N/A","Super User","Super User"
600,"Constipation, unspec.","","Constipation, unspec.","","","Diagnosis","N/A","Super User","Super User"
601,"Crohn's disease, NOS","","Crohn's disease, NOS","","","Diagnosis","N/A","Super User","Super User"
602,"Dental abscess","","Dental abscess","","","Diagnosis","N/A","Super User","Super User"
603,"Dental caries, unspec.","","Dental caries, unspec.","","","Diagnosis","N/A","Super User","Super User"
604,"Dental, unspec.","","Dental, unspec.","","","Diagnosis","N/A","Super User","Super User"
605,"Diverticulitis of colon, NOS","","Diverticulitis of colon, NOS","","","Diagnosis","N/A","Super User","Super User"
606,"Diverticulosis of colon","","Diverticulosis of colon","","","Diagnosis","N/A","Super User","Super User"
607,"Dyspepsia","","Dyspepsia","","","Misc","N/A","Super Man","Super User"
608,"Esophageal disease, unspec.","","Esophageal disease, unspec.","","","Diagnosis","N/A","Super User","Super User"
609,"Esophagitis, unspec.","","Esophagitis, unspec.","","","Diagnosis","N/A","Super User","Super User"
610,"Functional disorder intestine, unspec.","","Functional disorder intestine, unspec.","","","Diagnosis","N/A","Super User","Super User"
611,"Gallbladder disease, unspec.","","Gallbladder disease, unspec.","","","Diagnosis","N/A","Super User","Super User"
612,"Gastroenteritis, infectious","","Gastroenteritis, infectious","","","Diagnosis","N/A","Super User","Super User"
613,"Gastroesophageal reflux, no esophagitis","","Gastroesophageal reflux, no esophagitis","","","Diagnosis","N/A","Super User","Super User"
614,"Hemorrhoids, NOS","","Hemorrhoids, NOS","","","Diagnosis","N/A","Super User","Super User"
615,"Hernia, hiatal, noncongenital","","Hernia, hiatal, noncongenital","","","Diagnosis","N/A","Super User","Super User"
616,"Hernia, inguinal, NOS","","Hernia, inguinal, NOS","","","Diagnosis","N/A","Super User","Super User"
617,"Hernia, other, NOS","","Hernia, other, NOS","","","Diagnosis","N/A","Super User","Super User"
618,"Intestinal obstruction, unspec.","","Intestinal obstruction, unspec.","","","Diagnosis","N/A","Super User","Super User"
619,"Irritable bowel syndrome","","Irritable bowel syndrome","","","Diagnosis","N/A","Super User","Super User"
620,"Oral, tongue diseases, unspec.","","Oral, tongue diseases, unspec.","","","Diagnosis","N/A","Super User","Super User"
621,"Pancreatitis, acute","","Pancreatitis, acute","","","Diagnosis","N/A","Super User","Super User"
622,"Peptic ulcer disease, unspec., w/o obstruction","","Peptic ulcer disease, unspec., w/o obstruction","","","Diagnosis","N/A","Super User","Super User"
623,"Ulcerative colitis, unspec.","","Ulcerative colitis, unspec.","","","Diagnosis","N/A","Super User","Super User"
624,"Genitourinary System","","Genitourinary System","","Breast disease, unspec.
Breast lump
Fibroadenosis
Fibrocystic disease
Galactorrhea
Mastitis, lactating, unspec.
Mastitis, NOS
Amenorrhea
Hormone replacement therapy, postmenopausal
Menopausal disorders, unspec.
Menstruation, excessive/frequent
Menstruation, painful
Metrorrhagia
Premenstrual tension syndrome
Bartholin cyst
Cervical polyp, NOS
Cervicitis
Cyst of ovary, follicular
Cystocele/rectocele/prolapse, unspec.
Dyspareunia
Endometriosis, unspec.
Female genital disease, unspec.
Fibroid uterus (leiomyoma), unspec.
Incontinence, stress, female
Pelvic inflammatory disease, unspec.
Infertility, female, unspec.
Infertility, male, unspec.
BPH/LUTS w/ obstruction
BPH/LUTS w/o obstruction
Hydrocele, unspec.
Impotence, organic
Prostatitis, NOS
PSA, elevated
Urethritis, nongonococcal, unspec.
Varicocele
Calculus, urinary, unspec.
Glomerulonephritis, acute, unspec.
Glomerulonephritis, chronic, unspec.
Hematuria, unspec.
Pyelonephritis, acute, w/o necrosis
Renal failure, acute, unspec.
Renal failure/insufficiency, chronic, unspec.
Renal insufficiency, acute
Urethral syndrome, non-VD, NOS
Urinary obstruction, unspec.
Urinary tract infection, unspec./pyuria","ConvSet","N/A","Super User","Super User"
625,"Breast disease, unspec.","","Breast disease, unspec.","","","Diagnosis","N/A","Super User","Super User"
626,"Breast lump","","Breast lump","","","Diagnosis","N/A","Super User","Super User"
627,"Fibroadenosis","","Fibroadenosis","","","Diagnosis","N/A","Super User","Super User"
628,"Fibrocystic disease","","Fibrocystic disease","","","Diagnosis","N/A","Super User","Super User"
629,"Galactorrhea","","Galactorrhea","","","Diagnosis","N/A","Super User","Super User"
630,"Mastitis, lactating, unspec.","","Mastitis, lactating, unspec.","","","Diagnosis","N/A","Super User","Super User"
631,"Mastitis, NOS","","Mastitis, NOS","","","Diagnosis","N/A","Super User","Super User"
632,"Amenorrhea","","Amenorrhea","","","Diagnosis","N/A","Super User","Super User"
633,"Hormone replacement therapy, postmenopausal","","Hormone replacement therapy, postmenopausal","","","Diagnosis","N/A","Super User","Super User"
634,"Menopausal disorders, unspec.","","Menopausal disorders, unspec.","","","Diagnosis","N/A","Super User","Super User"
635,"Menstruation, excessive/frequent","","Menstruation, excessive/frequent","","","Diagnosis","N/A","Super User","Super User"
636,"Menstruation, painful","","Menstruation, painful","","","Diagnosis","N/A","Super User","Super User"
637,"Metrorrhagia","","Metrorrhagia","","","Diagnosis","N/A","Super User","Super User"
638,"Premenstrual tension syndrome","","Premenstrual tension syndrome","","","Diagnosis","N/A","Super User","Super User"
639,"Bartholin cyst","","Bartholin cyst","","","Diagnosis","N/A","Super User","Super User"
640,"Cervical polyp, NOS","","Cervical polyp, NOS","","","Diagnosis","N/A","Super User","Super User"
641,"Cervicitis","","Cervicitis","","","Diagnosis","N/A","Super User","Super User"
642,"Cyst of ovary, follicular","","Cyst of ovary, follicular","","","Diagnosis","N/A","Super User","Super User"
643,"Cystocele/rectocele/prolapse, unspec.","","Cystocele/rectocele/prolapse, unspec.","","","Diagnosis","N/A","Super User","Super User"
644,"Dyspareunia","","Dyspareunia","","","Diagnosis","N/A","Super User","Super User"
645,"Endometriosis, unspec.","","Endometriosis, unspec.","","","Diagnosis","N/A","Super User","Super User"
646,"Female genital disease, unspec.","","Female genital disease, unspec.","","","Diagnosis","N/A","Super User","Super User"
647,"Fibroid uterus (leiomyoma), unspec.","","Fibroid uterus (leiomyoma), unspec.","","","Diagnosis","N/A","Super User","Super User"
648,"Incontinence, stress, female","","Incontinence, stress, female","","","Diagnosis","N/A","Super User","Super User"
649,"Pelvic inflammatory disease, unspec.","","Pelvic inflammatory disease, unspec.","","","Diagnosis","N/A","Super User","Super User"
650,"Infertility, female, unspec.","","Infertility, female, unspec.","","","Diagnosis","N/A","Super User","Super User"
651,"Infertility, male, unspec.","","Infertility, male, unspec.","","","Diagnosis","N/A","Super User","Super User"
652,"BPH/LUTS w/ obstruction","","BPH/LUTS w/ obstruction","","","Diagnosis","N/A","Super User","Super User"
653,"BPH/LUTS w/o obstruction","","BPH/LUTS w/o obstruction","","","Diagnosis","N/A","Super User","Super User"
654,"Hydrocele, unspec.","","Hydrocele, unspec.","","","Diagnosis","N/A","Super User","Super User"
655,"Impotence, organic","","Impotence, organic","","","Diagnosis","N/A","Super User","Super User"
656,"Prostatitis, NOS","","Prostatitis, NOS","","","Diagnosis","N/A","Super User","Super User"
657,"PSA, elevated","","PSA, elevated","","","Diagnosis","N/A","Super User","Super User"
658,"Urethritis, nongonococcal, unspec.","","Urethritis, nongonococcal, unspec.","","","Diagnosis","N/A","Super User","Super User"
659,"Varicocele","","Varicocele","","","Diagnosis","N/A","Super User","Super User"
660,"Calculus, urinary, unspec.","","Calculus, urinary, unspec.","","","Diagnosis","N/A","Super User","Super User"
661,"Glomerulonephritis, acute, unspec.","","Glomerulonephritis, acute, unspec.","","","Diagnosis","N/A","Super User","Super User"
662,"Glomerulonephritis, chronic, unspec.","","Glomerulonephritis, chronic, unspec.","","","Diagnosis","N/A","Super User","Super User"
663,"Hematuria, unspec.","","Hematuria, unspec.","","","Diagnosis","N/A","Super User","Super User"
664,"Pyelonephritis, acute, w/o necrosis","","Pyelonephritis, acute, w/o necrosis","","","Diagnosis","N/A","Super User","Super User"
665,"Renal failure, acute, unspec.","","Renal failure, acute, unspec.","","","Diagnosis","N/A","Super User","Super User"
666,"Renal failure/insufficiency, chronic, unspec.","","Renal failure/insufficiency, chronic, unspec.","","","Diagnosis","N/A","Super User","Super User"
667,"Renal insufficiency, acute","","Renal insufficiency, acute","","","Diagnosis","N/A","Super User","Super User"
668,"Urethral syndrome, non-VD, NOS","","Urethral syndrome, non-VD, NOS","","","Diagnosis","N/A","Super User","Super User"
669,"Urinary obstruction, unspec.","","Urinary obstruction, unspec.","","","Diagnosis","N/A","Super User","Super User"
670,"Urinary tract infection, unspec./pyuria","","Urinary tract infection, unspec./pyuria","","","Diagnosis","N/A","Super User","Super User"
671,"Pregnancy, Childbirth","","Pregnancy, Childbirth","","Abortion, induced, w/o complication
Abortion, spontaneous, w/o complication
Abruptio placentae, unspec.
Bleeding in pregnancy, unspec.
Complicated delivery/labor, unspec.
Decreased fetal movements, unspec.
Ectopic pregnancy, no IUP, unspec.
Endometritis, postpartum
Gestational hypertension, unspec.
Normal delivery
Other complication of puerperium/postpartum, unspec.
Placenta previa, w/ bleeding, unspec.
Placenta previa, w/o bleeding, unspec.
Postpartum follow-up, routine
Post-term pregnancy, unspec.
Pregnancy, other complications, unspec.
Pregnant state, incidental
Prenatal care, normal, first pregnancy
Threatened abortion, unspec.
Twins, unspec.
Vomiting of pregnancy, unspec.","ConvSet","N/A","Super User","Super User"
672,"Abortion, induced, w/o complication","","Abortion, induced, w/o complication","","","Diagnosis","N/A","Super User","Super User"
673,"Abortion, spontaneous, w/o complication","","Abortion, spontaneous, w/o complication","","","Diagnosis","N/A","Super User","Super User"
674,"Abruptio placentae, unspec.","","Abruptio placentae, unspec.","","","Diagnosis","N/A","Super User","Super User"
675,"Bleeding in pregnancy, unspec.","","Bleeding in pregnancy, unspec.","","","Diagnosis","N/A","Super User","Super User"
676,"Complicated delivery/labor, unspec.","","Complicated delivery/labor, unspec.","","","Diagnosis","N/A","Super User","Super User"
677,"Decreased fetal movements, unspec.","","Decreased fetal movements, unspec.","","","Diagnosis","N/A","Super User","Super User"
678,"Ectopic pregnancy, no IUP, unspec.","","Ectopic pregnancy, no IUP, unspec.","","","Diagnosis","N/A","Super User","Super User"
679,"Endometritis, postpartum","","Endometritis, postpartum","","","Diagnosis","N/A","Super User","Super User"
680,"Gestational hypertension, unspec.","","Gestational hypertension, unspec.","","","Diagnosis","N/A","Super User","Super User"
681,"Normal delivery","","Normal delivery","","","Diagnosis","N/A","Super User","Super User"
682,"Other complication of puerperium/postpartum, unspec.","","Other complication of puerperium/postpartum, unspec.","","","Diagnosis","N/A","Super User","Super User"
683,"Placenta previa, w/ bleeding, unspec.","","Placenta previa, w/ bleeding, unspec.","","","Diagnosis","N/A","Super User","Super User"
684,"Placenta previa, w/o bleeding, unspec.","","Placenta previa, w/o bleeding, unspec.","","","Diagnosis","N/A","Super User","Super User"
685,"Postpartum follow-up, routine","","Postpartum follow-up, routine","","","Diagnosis","N/A","Super User","Super User"
686,"Post-term pregnancy, unspec.","","Post-term pregnancy, unspec.","","","Diagnosis","N/A","Super User","Super User"
687,"Pregnancy, other complications, unspec.","","Pregnancy, other complications, unspec.","","","Diagnosis","N/A","Super User","Super User"
688,"Pregnant state, incidental","","Pregnant state, incidental","","","Diagnosis","N/A","Super User","Super User"
689,"Prenatal care, normal, first pregnancy","","Prenatal care, normal, first pregnancy","","","Diagnosis","N/A","Super User","Super User"
690,"Threatened abortion, unspec.","","Threatened abortion, unspec.","","","Diagnosis","N/A","Super User","Super User"
691,"Twins, unspec.","","Twins, unspec.","","","Diagnosis","N/A","Super User","Super User"
692,"Vomiting of pregnancy, unspec.","","Vomiting of pregnancy, unspec.","","","Diagnosis","N/A","Super User","Super User"
693,"Skin, Subcutaneous Tissue","","Skin, Subcutaneous Tissue","","Actinic keratosis
Alopecia, unspec.
Contact dermatitis, NOS
Corn/callus
Diaper rash
Hair disease, unspec.
Ingrown nail
Lymphadenitis, acute
Nail disease, unspec.
Onychomycosis
Other skin disease, unspec.
Pityriasis rosea
Pruritus, NOS
Sebaceous cyst
Seborrheic dermatitis, NOS
Seborrheic keratosis, NOS
Ulcer, skin, chronic, unspec.
Urticaria, unspec.","ConvSet","N/A","Super User","Super User"
694,"Actinic keratosis","","Actinic keratosis","","","Diagnosis","N/A","Super User","Super User"
695,"Alopecia, unspec.","","Alopecia, unspec.","","","Diagnosis","N/A","Super User","Super User"
696,"Contact dermatitis, NOS","","Contact dermatitis, NOS","","","Diagnosis","N/A","Super User","Super User"
697,"Corn/callus","","Corn/callus","","","Diagnosis","N/A","Super User","Super User"
698,"Diaper rash","","Diaper rash","","","Diagnosis","N/A","Super User","Super User"
699,"Hair disease, unspec.","","Hair disease, unspec.","","","Diagnosis","N/A","Super User","Super User"
700,"Ingrown nail","","Ingrown nail","","","Diagnosis","N/A","Super User","Super User"
701,"Lymphadenitis, acute","","Lymphadenitis, acute","","","Diagnosis","N/A","Super User","Super User"
702,"Nail disease, unspec.","","Nail disease, unspec.","","","Diagnosis","N/A","Super User","Super User"
703,"Onychomycosis","","Onychomycosis","","","Diagnosis","N/A","Super User","Super User"
704,"Other skin disease, unspec.","","Other skin disease, unspec.","","","Diagnosis","N/A","Super User","Super User"
705,"Pityriasis rosea","","Pityriasis rosea","","","Diagnosis","N/A","Super User","Super User"
706,"Pruritus, NOS","","Pruritus, NOS","","","Diagnosis","N/A","Super User","Super User"
707,"Sebaceous cyst","","Sebaceous cyst","","","Diagnosis","N/A","Super User","Super User"
708,"Seborrheic dermatitis, NOS","","Seborrheic dermatitis, NOS","","","Diagnosis","N/A","Super User","Super User"
709,"Seborrheic keratosis, NOS","","Seborrheic keratosis, NOS","","","Diagnosis","N/A","Super User","Super User"
710,"Ulcer, skin, chronic, unspec.","","Ulcer, skin, chronic, unspec.","","","Diagnosis","N/A","Super User","Super User"
711,"Urticaria, unspec.","","Urticaria, unspec.","","","Diagnosis","N/A","Super User","Super User"
712,"Musculoskeletal and Connective Tissue","","Musculoskeletal and Connective Tissue","","Acquired deformity, limb, unspec.
Arthropathy, traumatic, unspec.
Arthropathy, unspec.
Cervical disorder, NOS
Connective tissue disease, unspec.
Derangement, knee, internal, unspec.
Disc syndrome, no myelopathy, NOS
Ganglion, unspec.
Kyphosis/scoliosis, unspec.
Muscle weakness, generalized
Osteoarthritis of spine, NOS
Osteomyelitis, chronic, unspec.
Osteoporosis, unspec.
Pain in limb
Polymyalgia rheumatica
Rheumatoid arthritis (not JRA)
Synovitis/tenosynovitis, unspec.","ConvSet","N/A","Super User","Super User"
713,"Acquired deformity, limb, unspec.","","Acquired deformity, limb, unspec.","","","Diagnosis","N/A","Super User","Super User"
714,"Arthropathy, traumatic, unspec.","","Arthropathy, traumatic, unspec.","","","Diagnosis","N/A","Super User","Super User"
715,"Arthropathy, unspec.","","Arthropathy, unspec.","","","Diagnosis","N/A","Super User","Super User"
716,"Cervical disorder, NOS","","Cervical disorder, NOS","","","Diagnosis","N/A","Super User","Super User"
717,"Connective tissue disease, unspec.","","Connective tissue disease, unspec.","","","Diagnosis","N/A","Super User","Super User"
718,"Derangement, knee, internal, unspec.","","Derangement, knee, internal, unspec.","","","Diagnosis","N/A","Super User","Super User"
719,"Disc syndrome, no myelopathy, NOS","","Disc syndrome, no myelopathy, NOS","","","Diagnosis","N/A","Super User","Super User"
720,"Ganglion, unspec.","","Ganglion, unspec.","","","Diagnosis","N/A","Super User","Super User"
721,"Kyphosis/scoliosis, unspec.","","Kyphosis/scoliosis, unspec.","","","Diagnosis","N/A","Super User","Super User"
722,"Muscle weakness, generalized","","Muscle weakness, generalized","","","Diagnosis","N/A","Super User","Super User"
723,"Osteoarthritis of spine, NOS","","Osteoarthritis of spine, NOS","","","Diagnosis","N/A","Super User","Super User"
724,"Osteomyelitis, chronic, unspec.","","Osteomyelitis, chronic, unspec.","","","Diagnosis","N/A","Super User","Super User"
725,"Osteoporosis, unspec.","","Osteoporosis, unspec.","","","Diagnosis","N/A","Super User","Super User"
726,"Pain in limb","","Pain in limb","","","Diagnosis","N/A","Super User","Super User"
727,"Polymyalgia rheumatica","","Polymyalgia rheumatica","","","Diagnosis","N/A","Super User","Super User"
728,"Rheumatoid arthritis (not JRA)","","Rheumatoid arthritis (not JRA)","","","Diagnosis","N/A","Super User","Super User"
729,"Synovitis/tenosynovitis, unspec.","","Synovitis/tenosynovitis, unspec.","","","Diagnosis","N/A","Super User","Super User"
730,"Congenital Anomalies","","Congenital Anomalies","","Congenital anomaly, other, unspec.
Limb anomaly, unspec.
Pyloric stenosis
Undescended testis","ConvSet","N/A","Super User","Super User"
731,"Congenital anomaly, other, unspec.","","Congenital anomaly, other, unspec.","","","Diagnosis","N/A","Super User","Super User"
732,"Limb anomaly, unspec.","","Limb anomaly, unspec.","","","Diagnosis","N/A","Super User","Super User"
733,"Pyloric stenosis","","Pyloric stenosis","","","Diagnosis","N/A","Super User","Super User"
734,"Undescended testis","","Undescended testis","","","Diagnosis","N/A","Super User","Super User"
735,"Perinatal (Infant)","","Perinatal (Infant)","","Birth asphyxia, unspec.
Birth trauma, unspec.
Fetal distress, unspec.
Hypoxemia, newborn, NOS
Jaundice, newborn, unspec.
Post-term infant
Respiratory distress syndrome
Respiratory problem, other, unspec.
Sepsis, neonatal
Skin/temperature problem
Sudden infant death syndrome
Well newborn, hospital birth, vaginal","ConvSet","N/A","Super User","Super User"
736,"Birth asphyxia, unspec.","","Birth asphyxia, unspec.","","","Diagnosis","N/A","Super User","Super User"
737,"Birth trauma, unspec.","","Birth trauma, unspec.","","","Diagnosis","N/A","Super User","Super User"
738,"Fetal distress, unspec.","","Fetal distress, unspec.","","","Diagnosis","N/A","Super User","Super User"
739,"Hypoxemia, newborn, NOS","","Hypoxemia, newborn, NOS","","","Diagnosis","N/A","Super User","Super User"
740,"Jaundice, newborn, unspec.","","Jaundice, newborn, unspec.","","","Diagnosis","N/A","Super User","Super User"
741,"Post-term infant","","Post-term infant","","","Diagnosis","N/A","Super User","Super User"
742,"Respiratory distress syndrome","","Respiratory distress syndrome","","","Diagnosis","N/A","Super User","Super User"
743,"Respiratory problem, other, unspec.","","Respiratory problem, other, unspec.","","","Diagnosis","N/A","Super User","Super User"
744,"Sepsis, neonatal","","Sepsis, neonatal","","","Diagnosis","N/A","Super User","Super User"
745,"Skin/temperature problem","","Skin/temperature problem","","","Diagnosis","N/A","Super User","Super User"
746,"Sudden infant death syndrome","","Sudden infant death syndrome","","","Diagnosis","N/A","Super User","Super User"
747,"Well newborn, hospital birth, vaginal","","Well newborn, hospital birth, vaginal","","","Diagnosis","N/A","Super User","Super User"
748,"Injuries and Adverse Effects","","Injuries and Adverse Effects","","Dislocation: other, closed, unspec.
Dislocation: shoulder, closed, unspec.
Sprain/strain: other site, unspec.
Sprain/strain: vertebral, unspec.
Fracture, stress: tibia or fibula
Fracture: ankle, closed, unspec.
Fracture: carpal, closed, unspec.
Fracture: clavicle, closed, unspec.
Fracture: femur/hip, closed, unspec.
Fracture: femur/shaft, closed
Fracture: fibula, closed, unspec.
Fracture: foot, closed, unspec. (not toes)
Fracture: forearm, closed, unspec.
Fracture: humerus, closed, unspec.
Fracture: metacarpal, closed, unspec.
Fracture: nose, closed
Fracture: other sites, closed, unspec.
Fracture: pelvic, closed, unspec.
Fracture: ribs, closed, unspec.
Fracture: skull, closed, unspec.
Fracture: tibia, closed, unspec.
Healed fracture, follow-up exam
Abrasion, unspec.
Cold injury, unspec.
Contusion, unspec.
Crushing injury, unspec.
Exhaustion due to exposure
Foreign body, skin, superficial, unspec.
Gunshot wound, NOS
Head injury, NOS
Heat injury, unspec.
Insect bite
Medication, adverse effects, unspec.
Open wound, head/neck/trunk, unspec.
Open wound, lower limb, unspec.
Open wound, upper limb, unspec.
Other trauma, unspec.
Rape","ConvSet","N/A","Super User","Super User"
749,"Dislocation: other, closed, unspec.","","Dislocation: other, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
750,"Dislocation: shoulder, closed, unspec.","","Dislocation: shoulder, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
751,"Sprain/strain: other site, unspec.","","Sprain/strain: other site, unspec.","","","Diagnosis","N/A","Super User","Super User"
752,"Sprain/strain: vertebral, unspec.","","Sprain/strain: vertebral, unspec.","","","Diagnosis","N/A","Super User","Super User"
753,"Fracture, stress: tibia or fibula","","Fracture, stress: tibia or fibula","","","Diagnosis","N/A","Super User","Super User"
754,"Fracture: ankle, closed, unspec.","","Fracture: ankle, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
755,"Fracture: carpal, closed, unspec.","","Fracture: carpal, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
756,"Fracture: clavicle, closed, unspec.","","Fracture: clavicle, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
757,"Fracture: femur/hip, closed, unspec.","","Fracture: femur/hip, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
758,"Fracture: femur/shaft, closed","","Fracture: femur/shaft, closed","","","Diagnosis","N/A","Super User","Super User"
759,"Fracture: fibula, closed, unspec.","","Fracture: fibula, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
760,"Fracture: foot, closed, unspec. (not toes)","","Fracture: foot, closed, unspec. (not toes)","","","Diagnosis","N/A","Super User","Super User"
761,"Fracture: forearm, closed, unspec.","","Fracture: forearm, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
762,"Fracture: humerus, closed, unspec.","","Fracture: humerus, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
763,"Fracture: metacarpal, closed, unspec.","","Fracture: metacarpal, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
764,"Fracture: nose, closed","","Fracture: nose, closed","","","Diagnosis","N/A","Super User","Super User"
765,"Fracture: other sites, closed, unspec.","","Fracture: other sites, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
766,"Fracture: pelvic, closed, unspec.","","Fracture: pelvic, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
767,"Fracture: ribs, closed, unspec.","","Fracture: ribs, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
768,"Fracture: skull, closed, unspec.","","Fracture: skull, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
769,"Fracture: tibia, closed, unspec.","","Fracture: tibia, closed, unspec.","","","Diagnosis","N/A","Super User","Super User"
770,"Healed fracture, follow-up exam","","Healed fracture, follow-up exam","","","Diagnosis","N/A","Super User","Super User"
771,"Abrasion, unspec.","","Abrasion, unspec.","","","Diagnosis","N/A","Super User","Super User"
772,"Cold injury, unspec.","","Cold injury, unspec.","","","Diagnosis","N/A","Super User","Super User"
773,"Contusion, unspec.","","Contusion, unspec.","","","Diagnosis","N/A","Super User","Super User"
774,"Crushing injury, unspec.","","Crushing injury, unspec.","","","Diagnosis","N/A","Super User","Super User"
775,"Exhaustion due to exposure","","Exhaustion due to exposure","","","Diagnosis","N/A","Super User","Super User"
776,"Foreign body, skin, superficial, unspec.","","Foreign body, skin, superficial, unspec.","","","Diagnosis","N/A","Super User","Super User"
777,"Gunshot wound, NOS","","Gunshot wound, NOS","","","Diagnosis","N/A","Super User","Super User"
778,"Head injury, NOS","","Head injury, NOS","","","Diagnosis","N/A","Super User","Super User"
779,"Heat injury, unspec.","","Heat injury, unspec.","","","Diagnosis","N/A","Super User","Super User"
780,"Insect bite","","Insect bite","","","Diagnosis","N/A","Super User","Super User"
781,"Medication, adverse effects, unspec.","","Medication, adverse effects, unspec.","","","Diagnosis","N/A","Super User","Super User"
782,"Open wound, head/neck/trunk, unspec.","","Open wound, head/neck/trunk, unspec.","","","Diagnosis","N/A","Super User","Super User"
783,"Open wound, lower limb, unspec.","","Open wound, lower limb, unspec.","","","Diagnosis","N/A","Super User","Super User"
784,"Open wound, upper limb, unspec.","","Open wound, upper limb, unspec.","","","Diagnosis","N/A","Super User","Super User"
785,"Other trauma, unspec.","","Other trauma, unspec.","","","Diagnosis","N/A","Super User","Super User"
786,"Rape","","Rape","","","Diagnosis","N/A","Super User","Super User"
787,"Unclassified","","Unclassified","","Acute nasopharyngitis
Pelvic congestion syndrome
Bronchitis
Submucous leiomyoma of uterus
Gangrene
Dermatophytosis
Premature ejaculation
Thyroid dysfunction
Swelling of limb
Measles
Mycoses of the body
Tinea nigra
Streptococcal meningitis
Benign intracranial hypertension
Cardiomyopathy
Acute sinusitis
Endometriosis
Abortion with unspecified complication, incomplete
Synovial cyst of popliteal space
Supervision of normal first pregnancy
Hydrocele
Anal fissure and fistula
Hypoparathyroidism
Mycoses, Of scalp and beard
Rheumatoid arthritis
Eosinophilia
Hemorrhoids
Uterine prolapse without mention of vaginal wall prolapse
Calculus of ureter
Nephrotic syndrome
Female Infertility
Nutritional Deficiency,  Other protein
Orchitis
Hypospadias
Sciatia
Cleft lip
Infectious diarrhea
Dog bite
Vitamin A deficiency
Urticaria
Parkinson
Vitiligo
Oral aphthae
Keloid scar
Portal hypertension
Stricture or kinking of ureter
Allergic rhinitis
Cholera
Neoplasm, Stomach
Calculus of kidney and ureter
Angina Pectoris
Atopic dermatitis and related conditions
Ankylosing spondylitis
Hirschsprung
Eczema herpeticum
Renal failure
Calculus in urethra
Lymphadenitis
Rheumatic chorea
Lymphangitis
Nephrotic syndrome with unspecified pathological lesion in kidney
Abscess of breast
Jaundice
Amebiasis
Benign Neoplasm,  Cervix uteri
Carcinoma in situ, Prostate
Carcinoma in situ, Penis
Periodontosis
Appendicitis
Neoplasm, Bladder
Hemorrhage of gastrointestinal tract
Ulcer of heel and midfoot
Epispadias
Spondylolysis
Major salivary glands
Enuresis
Encopresis
Paralysis
Mediastinitis
Perforation of intestine
Stricture
Uterovaginal prolapse
Prurigo
Ulcer of other part of foot
Pauciarticular juvenile rheumatoid arthritis
Fasciitis
Chronic osteomyelitis
Encephalocele
Coronary artery anomaly
FRACTURE OF NECK AND TRUNK, Rib
FRACTURE OF UPPER LIMB, Ill
Contusion, Chest wall
Nontraffic accident involving motor
Contact dermatitis and other eczema","ConvSet","N/A","Super User","Super User"
788,"Acute nasopharyngitis","","Acute nasopharyngitis","","","Diagnosis","N/A","Super User","Super User"
789,"Pelvic congestion syndrome","","Pelvic congestion syndrome","","","Diagnosis","N/A","Super User","Super User"
790,"Bronchitis","","Bronchitis","","","Diagnosis","N/A","Super User","Super User"
791,"Submucous leiomyoma of uterus","","Submucous leiomyoma of uterus","","","Diagnosis","N/A","Super User","Super User"
792,"Gangrene","","Gangrene","","","Diagnosis","N/A","Super User","Super User"
793,"Dermatophytosis","","Dermatophytosis","","","Diagnosis","N/A","Super User","Super User"
794,"Premature ejaculation","","Premature ejaculation","","","Diagnosis","N/A","Super User","Super User"
795,"Thyroid dysfunction","","Thyroid dysfunction","","","Diagnosis","N/A","Super User","Super User"
